Código,Descrição,Nível 0,Nivel 1,Nível 2,Nível 3,Nivel 4
101,Circulante,,Circulante,,,
10101,Disponibilidades,,Circulante,Disponibilidades,,
1010101,Caixa,,Circulante,Disponibilidades,Caixa,
101010101,Caixa Geral,,Circulante,Disponibilidades,Caixa,Caixa Geral
101010102,Valores Transitórios,,Circulante,Disponibilidades,Caixa,Valores Transitórios
101010103,Transitoria De Renegociação,,Circulante,Disponibilidades,Caixa,Transitoria De Renegociação
1010102,Bancos,,Circulante,Disponibilidades,Bancos,Transitoria De Renegociação
101010201,Banco Itaú,,Circulante,Disponibilidades,Bancos,Banco Itaú
101010202,Banco Do Brasil,,Circulante,Disponibilidades,Bancos,Banco Do Brasil
101010203,Banco Topázio,,Circulante,Disponibilidades,Bancos,Banco Topázio
101010204,Banco Sunpay Bank,,Circulante,Disponibilidades,Bancos,Banco Sunpay Bank
101010205,Banco Rendimento,,Circulante,Disponibilidades,Bancos,Banco Rendimento
101010206,Banco Celcoin (Digital),,Circulante,Disponibilidades,Bancos,Banco Celcoin (Digital)
101010207,Banco Pagarme,,Circulante,Disponibilidades,Bancos,Banco Pagarme
101010208,Banco Bradesco - 1781-7,,Circulante,Disponibilidades,Bancos,Banco Bradesco - 1781-7
1010103,Aplicações Financeiras,,Circulante,Disponibilidades,Aplicações Financeiras,Banco Bradesco - 1781-7
101010301,Aplic. Financeira Banco Do Brasil,,Circulante,Disponibilidades,Aplicações Financeiras,Aplic. Financeira Banco Do Brasil
101010302,Aplic. Financeira Banco Itau,,Circulante,Disponibilidades,Aplicações Financeiras,Aplic. Financeira Banco Itau
101010303,Aplic Autom - Banco Do Brasil,,Circulante,Disponibilidades,Aplicações Financeiras,Aplic Autom - Banco Do Brasil
101010304,Cdb Plus,,Circulante,Disponibilidades,Aplicações Financeiras,Cdb Plus
101010305,Aplic Aut Mais,,Circulante,Disponibilidades,Aplicações Financeiras,Aplic Aut Mais
101010306,Aplic. Financeira Rende Fácil - Banco Do Brasil,,Circulante,Disponibilidades,Aplicações Financeiras,Aplic. Financeira Rende Fácil - Banco Do Brasil
101010307,Aplic Cdb Bradesco,,Circulante,Disponibilidades,Aplicações Financeiras,Aplic Cdb Bradesco
101010308,Aplic. Invest Fácil - Bradesco,,Circulante,Disponibilidades,Aplicações Financeiras,Aplic. Invest Fácil - Bradesco
1010104,Títulos E Valores Mobiliários,,Circulante,Disponibilidades,Títulos E Valores Mobiliários,Aplic. Invest Fácil - Bradesco
101010401,Valores Mobiliários - Mercado De Capitais Interno,,Circulante,Disponibilidades,Títulos E Valores Mobiliários,Valores Mobiliários - Mercado De Capitais Interno
101010402,Valores Mobiliários - Mercado De Capitais Externo,,Circulante,Disponibilidades,Títulos E Valores Mobiliários,Valores Mobiliários - Mercado De Capitais Externo
1010105,Valores Mobiliários - Aplicações De Subvenções,,Circulante,Disponibilidades,Valores Mobiliários - Aplicações De Subvenções,Valores Mobiliários - Mercado De Capitais Externo
101010501,Valores Mobiliários - Aplicações De Subvenções,,Circulante,Disponibilidades,Valores Mobiliários - Aplicações De Subvenções,Valores Mobiliários - Aplicações De Subvenções
1010106,Valores Mobiliários - Aplicações De Doações,,Circulante,Disponibilidades,Valores Mobiliários - Aplicações De Doações,Valores Mobiliários - Aplicações De Subvenções
101010601,Valores Mobiliários - Aplicações De Doações,,Circulante,Disponibilidades,Valores Mobiliários - Aplicações De Doações,Valores Mobiliários - Aplicações De Doações
1010107,Valores Mobiliários - Aplicações De Outros Recursos Sujeitos A Restrições,,Circulante,Disponibilidades,Valores Mobiliários - Aplicações De Outros Recursos Sujeitos A Restrições,Valores Mobiliários - Aplicações De Doações
101010701,Valores Mobiliários - Aplicações De Outros Recursos Sujeitos A Restrições,,Circulante,Disponibilidades,Valores Mobiliários - Aplicações De Outros Recursos Sujeitos A Restrições,Valores Mobiliários - Aplicações De Outros Recursos Sujeitos A Restrições
10102,Estoques,,Circulante,Estoques,Valores Mobiliários - Aplicações De Outros Recursos Sujeitos A Restrições,Valores Mobiliários - Aplicações De Outros Recursos Sujeitos A Restrições
1010201,Estoques,,Circulante,Estoques,Estoques,Valores Mobiliários - Aplicações De Outros Recursos Sujeitos A Restrições
101020101,Mercadorias Para Revenda,,Circulante,Estoques,Estoques,Mercadorias Para Revenda
101020102,Produtos Acabados,,Circulante,Estoques,Estoques,Produtos Acabados
101020103,Produtos Em Elaboração,,Circulante,Estoques,Estoques,Produtos Em Elaboração
101020104,1.01.02.01.04,,Circulante,Estoques,Estoques,1.01.02.01.04
101020105,Matérias-Primas (Insumos),,Circulante,Estoques,Estoques,Matérias-Primas (Insumos)
101020106,Materiais De Embalagem,,Circulante,Estoques,Estoques,Materiais De Embalagem
101020107,Estoque De Terceiro,,Circulante,Estoques,Estoques,Estoque De Terceiro
101020108,Estoque Em Poder De Terceiro,,Circulante,Estoques,Estoques,Estoque Em Poder De Terceiro
101020109,Estoque De Carbono,,Circulante,Estoques,Estoques,Estoque De Carbono
101020199,( - ) Transitória - Recebimento Físico/Fiscal,,Circulante,Estoques,Estoques,( - ) Transitória - Recebimento Físico/Fiscal
1010202,Estoques De Importação Em Andamento,,Circulante,Estoques,Estoques De Importação Em Andamento,( - ) Transitória - Recebimento Físico/Fiscal
101020201,Importação Em Andamento,,Circulante,Estoques,Estoques De Importação Em Andamento,Importação Em Andamento
1010203,Compras Para Entrega Futura,,Circulante,Estoques,Compras Para Entrega Futura,Importação Em Andamento
101020301,Compras Para Entrega Futura,,Circulante,Estoques,Compras Para Entrega Futura,Compras Para Entrega Futura
1010204,Imóveis Destinados À Venda,,Circulante,Estoques,Imóveis Destinados À Venda,Compras Para Entrega Futura
101020401,Construções Em Andamento De Imóveis Destinados À Venda,,Circulante,Estoques,Imóveis Destinados À Venda,Construções Em Andamento De Imóveis Destinados À Venda
1010205,Estoques Destinados À Doação,,Circulante,Estoques,Estoques Destinados À Doação,Construções Em Andamento De Imóveis Destinados À Venda
101020501,Estoques Destinados À Doação,,Circulante,Estoques,Estoques Destinados À Doação,Estoques Destinados À Doação
1010206,Outras,,Circulante,Estoques,Outras,Estoques Destinados À Doação
101020601,Outras,,Circulante,Estoques,Outras,Outras
101020602,Despesa Antecipada - Seguro Garantia,,Circulante,Estoques,Outras,Despesa Antecipada - Seguro Garantia
10103,Créditos,,Circulante,Créditos,Outras,Despesa Antecipada - Seguro Garantia
1010301,Clientes,,Circulante,Créditos,Clientes,Despesa Antecipada - Seguro Garantia
101030101,Clientes Nacionais,,Circulante,Créditos,Clientes,Clientes Nacionais
101030102,Clientes Estrangeiros,,Circulante,Créditos,Clientes,Clientes Estrangeiros
101030103,Provisão De Contas A Receber - Clientes,,Circulante,Créditos,Clientes,Provisão De Contas A Receber - Clientes
1010302,Adiantamentos A Fornecedores,,Circulante,Créditos,Adiantamentos A Fornecedores,Provisão De Contas A Receber - Clientes
101030201,Adiantamentos A Fornecedores,,Circulante,Créditos,Adiantamentos A Fornecedores,Adiantamentos A Fornecedores
101030202,Adiantamento De Cartão De Crédito,,Circulante,Créditos,Adiantamentos A Fornecedores,Adiantamento De Cartão De Crédito
101030203,Adiantamento De Cartão De Crédito,,Circulante,Créditos,Adiantamentos A Fornecedores,Adiantamento De Cartão De Crédito
101030204,Adiantamento De Fornecedor Parcelado,,Circulante,Créditos,Adiantamentos A Fornecedores,Adiantamento De Fornecedor Parcelado
1010303,Cheques Recebidos,,Circulante,Créditos,Cheques Recebidos,Adiantamento De Fornecedor Parcelado
101030301,Cheques Recebidos,,Circulante,Créditos,Cheques Recebidos,Cheques Recebidos
1010304,Cartões De Crédito,,Circulante,Créditos,Cartões De Crédito,Cheques Recebidos
101030401,Visa,,Circulante,Créditos,Cartões De Crédito,Visa
101030402,Mastercard,,Circulante,Créditos,Cartões De Crédito,Mastercard
1010305,Adiantamentos A Colaboradores,,Circulante,Créditos,Adiantamentos A Colaboradores,Mastercard
101030501,Adiantamentos De Salários,,Circulante,Créditos,Adiantamentos A Colaboradores,Adiantamentos De Salários
101030502,Adiantamentos De Férias,,Circulante,Créditos,Adiantamentos A Colaboradores,Adiantamentos De Férias
101030503,Adiantamentos De 13º Salário,,Circulante,Créditos,Adiantamentos A Colaboradores,Adiantamentos De 13º Salário
101030504,Adiantamentos De Pró-Labore,,Circulante,Créditos,Adiantamentos A Colaboradores,Adiantamentos De Pró-Labore
101030505,Adiantamentos Para Viagem,,Circulante,Créditos,Adiantamentos A Colaboradores,Adiantamentos Para Viagem
101030506,Adiantamento De Cartão De Crédito,,Circulante,Créditos,Adiantamentos A Colaboradores,Adiantamento De Cartão De Crédito
1010306,Impostos E Contribuições A Recuperar,,Circulante,Créditos,Impostos E Contribuições A Recuperar,Adiantamento De Cartão De Crédito
101030601,Icms E Contribuições A Recuperar,,Circulante,Créditos,Impostos E Contribuições A Recuperar,Icms E Contribuições A Recuperar
101030602,Ipi A Recuperar,,Circulante,Créditos,Impostos E Contribuições A Recuperar,Ipi A Recuperar
101030603,Pis A Recuperar,,Circulante,Créditos,Impostos E Contribuições A Recuperar,Pis A Recuperar
101030604,Cofins A Recuperar,,Circulante,Créditos,Impostos E Contribuições A Recuperar,Cofins A Recuperar
101030605,Csll A Recuperar,,Circulante,Créditos,Impostos E Contribuições A Recuperar,Csll A Recuperar
101030606,Imposto De Renda A Recuperar,,Circulante,Créditos,Impostos E Contribuições A Recuperar,Imposto De Renda A Recuperar
101030607,Pis Retido A Recuperar,,Circulante,Créditos,Impostos E Contribuições A Recuperar,Pis Retido A Recuperar
101030608,Cofins Retido A Recuperar,,Circulante,Créditos,Impostos E Contribuições A Recuperar,Cofins Retido A Recuperar
101030609,Csll Retido A Recuperar,,Circulante,Créditos,Impostos E Contribuições A Recuperar,Csll Retido A Recuperar
101030610,Icms Sobre Imobilizado,,Circulante,Créditos,Impostos E Contribuições A Recuperar,Icms Sobre Imobilizado
101030611,Pis Sobre Imobilizado,,Circulante,Créditos,Impostos E Contribuições A Recuperar,Pis Sobre Imobilizado
101030612,Cofins Sobre Imobilizado,,Circulante,Créditos,Impostos E Contribuições A Recuperar,Cofins Sobre Imobilizado
101030613,Iss Retido A Recuperar,,Circulante,Créditos,Impostos E Contribuições A Recuperar,Iss Retido A Recuperar
101030614,Ir S/ Aplicação Financeira,,Circulante,Créditos,Impostos E Contribuições A Recuperar,Ir S/ Aplicação Financeira
101030615,Saldo Negativo - Irpj,,Circulante,Créditos,Impostos E Contribuições A Recuperar,Saldo Negativo - Irpj
101030616,Pcc Pago A Maior,,Circulante,Créditos,Impostos E Contribuições A Recuperar,Pcc Pago A Maior
101030617,Pis Pago A Maior,,Circulante,Créditos,Impostos E Contribuições A Recuperar,Pis Pago A Maior
101030618,Cofins Pago A Maior,,Circulante,Créditos,Impostos E Contribuições A Recuperar,Cofins Pago A Maior
101030619,Inss Pago A Maior,,Circulante,Créditos,Impostos E Contribuições A Recuperar,Inss Pago A Maior
101030630,Provisão De Irrf S/ Aplic Financeira,,Circulante,Créditos,Impostos E Contribuições A Recuperar,Provisão De Irrf S/ Aplic Financeira
101030699,Outros Impostos E Contribuições A Recuperar,,Circulante,Créditos,Impostos E Contribuições A Recuperar,Outros Impostos E Contribuições A Recuperar
1010307,Créditos Por Contribuições E Doações,,Circulante,Créditos,Créditos Por Contribuições E Doações,Outros Impostos E Contribuições A Recuperar
101030701,Créditos Por Contribuições E Doações,,Circulante,Créditos,Créditos Por Contribuições E Doações,Créditos Por Contribuições E Doações
1010308,Outras,,Circulante,Créditos,Outras,Créditos Por Contribuições E Doações
101030801,Outros Creditos,,Circulante,Créditos,Outras,Outros Creditos
101030802,Derivativos De Hedge/Operações De Swap,,Circulante,Créditos,Outras,Derivativos De Hedge/Operações De Swap
101030803,Créditos De Energia Variável - Brasol,,Circulante,Créditos,Outras,Créditos De Energia Variável - Brasol
1010309,Creditos De Pessoa Ligadas,,Circulante,Créditos,Creditos De Pessoa Ligadas,Créditos De Energia Variável - Brasol
101030901,Sunon Brasil P Ltda,,Circulante,Créditos,Creditos De Pessoa Ligadas,Sunon Brasil P Ltda
101030902,Consórcio Prospera,,Circulante,Créditos,Creditos De Pessoa Ligadas,Consórcio Prospera
101030903,Associação Prospera,,Circulante,Créditos,Creditos De Pessoa Ligadas,Associação Prospera
101030904,Prospera,,Circulante,Créditos,Creditos De Pessoa Ligadas,Prospera
10104,Despesas Do Exercício Seguinte,,Circulante,Despesas Do Exercício Seguinte,Creditos De Pessoa Ligadas,Prospera
1010401,Despesas Do Exercício Seguinte,,Circulante,Despesas Do Exercício Seguinte,Despesas Do Exercício Seguinte,Prospera
101040101,Despesas Do Exercício Seguinte,,Circulante,Despesas Do Exercício Seguinte,Despesas Do Exercício Seguinte,Despesas Do Exercício Seguinte
10105,Projetos Em Andamento,,Circulante,Projetos Em Andamento,Despesas Do Exercício Seguinte,Despesas Do Exercício Seguinte
1010501,Usinas,,Circulante,Projetos Em Andamento,Usinas,Despesas Do Exercício Seguinte
101050101,Juros S/ Arrendamento,,Circulante,Projetos Em Andamento,Usinas,Juros S/ Arrendamento
101050102,Amortização De Arrendamento,,Circulante,Projetos Em Andamento,Usinas,Amortização De Arrendamento
101050103,Custo De Operação E Manutenção,,Circulante,Projetos Em Andamento,Usinas,Custo De Operação E Manutenção
101050104,Custo De Locação Variável,,Circulante,Projetos Em Andamento,Usinas,Custo De Locação Variável
10109,Contas Retificadoras,,Circulante,Contas Retificadoras,Usinas,Custo De Locação Variável
1010901,( - ) Contas Retificadoras,,Circulante,Contas Retificadoras,( - ) Contas Retificadoras,Custo De Locação Variável
101090101,( - ) Provisões Para Créditos De Liquidação Duvidosa,,Circulante,Contas Retificadoras,( - ) Contas Retificadoras,( - ) Provisões Para Créditos De Liquidação Duvidosa
101090102,( - ) Provisão Para Ajuste Do Estoque Ao Valor De Mercado,,Circulante,Contas Retificadoras,( - ) Contas Retificadoras,( - ) Provisão Para Ajuste Do Estoque Ao Valor De Mercado
101090103,( - ) Provisões Para Ajuste Ao Valor Provável De Realização,,Circulante,Contas Retificadoras,( - ) Contas Retificadoras,( - ) Provisões Para Ajuste Ao Valor Provável De Realização
101090199,( - ) Outras Contas Retificadoras,,Circulante,Contas Retificadoras,( - ) Contas Retificadoras,( - ) Outras Contas Retificadoras
1010902,( - ) Duplicatas Descontadas,,Circulante,Contas Retificadoras,( - ) Duplicatas Descontadas,( - ) Outras Contas Retificadoras
101090201,( - ) Duplicatas Descontadas - Banco A (Criar Uma Conta Para Cada Conta Bancária),,Circulante,Contas Retificadoras,( - ) Duplicatas Descontadas,( - ) Duplicatas Descontadas - Banco A (Criar Uma Conta Para Cada Conta Bancária)
102,Não Circulante,,Não Circulante,Contas Retificadoras,( - ) Duplicatas Descontadas,( - ) Duplicatas Descontadas - Banco A (Criar Uma Conta Para Cada Conta Bancária)
10201,Realizável A Longo Prazo,,Não Circulante,Realizável A Longo Prazo,( - ) Duplicatas Descontadas,( - ) Duplicatas Descontadas - Banco A (Criar Uma Conta Para Cada Conta Bancária)
1020101,Aplicações Financeiras,,Não Circulante,Realizável A Longo Prazo,Aplicações Financeiras,( - ) Duplicatas Descontadas - Banco A (Criar Uma Conta Para Cada Conta Bancária)
102010101,Aplicação Financeira - Banco A (Criar Uma Conta Para Cada Conta Bancária),,Não Circulante,Realizável A Longo Prazo,Aplicações Financeiras,Aplicação Financeira - Banco A (Criar Uma Conta Para Cada Conta Bancária)
1020102,Clientes,,Não Circulante,Realizável A Longo Prazo,Clientes,Aplicação Financeira - Banco A (Criar Uma Conta Para Cada Conta Bancária)
102010201,Clientes Nacionais - Longo Prazo,,Não Circulante,Realizável A Longo Prazo,Clientes,Clientes Nacionais - Longo Prazo
102010202,Clientes Estrangeiros - Longo Prazo,,Não Circulante,Realizável A Longo Prazo,Clientes,Clientes Estrangeiros - Longo Prazo
1020103,Créditos Fiscais,,Não Circulante,Realizável A Longo Prazo,Créditos Fiscais,Clientes Estrangeiros - Longo Prazo
102010301,Créditos Fiscais Csll - Diferenças Temporárias E Base De Cálculo Negativa,,Não Circulante,Realizável A Longo Prazo,Créditos Fiscais,Créditos Fiscais Csll - Diferenças Temporárias E Base De Cálculo Negativa
102010302,Créditos Fiscais Irpj - Diferenças Temporárias E Prejuízos Fiscais,,Não Circulante,Realizável A Longo Prazo,Créditos Fiscais,Créditos Fiscais Irpj - Diferenças Temporárias E Prejuízos Fiscais
1020104,Outras Contas,,Não Circulante,Realizável A Longo Prazo,Outras Contas,Créditos Fiscais Irpj - Diferenças Temporárias E Prejuízos Fiscais
102010401,Valores Mobiliários,,Não Circulante,Realizável A Longo Prazo,Outras Contas,Valores Mobiliários
102010402,Depósitos Judiciais,,Não Circulante,Realizável A Longo Prazo,Outras Contas,Depósitos Judiciais
102010403,Créditos Por Contribuições E Doações,,Não Circulante,Realizável A Longo Prazo,Outras Contas,Créditos Por Contribuições E Doações
102010404,Contrato De Preferência Enel,,Não Circulante,Realizável A Longo Prazo,Outras Contas,Contrato De Preferência Enel
1020105,( - ) Contas Retificadoras,,Não Circulante,Realizável A Longo Prazo,( - ) Contas Retificadoras,Contrato De Preferência Enel
102010501,( - ) Provisões Para Créditos De Liquidação Duvidosa,,Não Circulante,Realizável A Longo Prazo,( - ) Contas Retificadoras,( - ) Provisões Para Créditos De Liquidação Duvidosa
102010502,( - ) Provisões Para Ajuste Ao Valor Provável De Realização,,Não Circulante,Realizável A Longo Prazo,( - ) Contas Retificadoras,( - ) Provisões Para Ajuste Ao Valor Provável De Realização
102010599,( - ) Outras Contas Retificadoras,,Não Circulante,Realizável A Longo Prazo,( - ) Contas Retificadoras,( - ) Outras Contas Retificadoras
1020106,( - ) Duplicatas Descontadas,,Não Circulante,Realizável A Longo Prazo,( - ) Duplicatas Descontadas,( - ) Outras Contas Retificadoras
102010601,( - ) Duplicatas Descontadas - Banco A (Criar Uma Conta Para Cada Conta Bancária),,Não Circulante,Realizável A Longo Prazo,( - ) Duplicatas Descontadas,( - ) Duplicatas Descontadas - Banco A (Criar Uma Conta Para Cada Conta Bancária)
1020107,Impostos E Contribuições A Recuperar,,Não Circulante,Realizável A Longo Prazo,Impostos E Contribuições A Recuperar,( - ) Duplicatas Descontadas - Banco A (Criar Uma Conta Para Cada Conta Bancária)
102010701,Icms Sobre Imobilizado,,Não Circulante,Realizável A Longo Prazo,Impostos E Contribuições A Recuperar,Icms Sobre Imobilizado
102010702,Pis Sobre Imobilizado,,Não Circulante,Realizável A Longo Prazo,Impostos E Contribuições A Recuperar,Pis Sobre Imobilizado
102010703,Cofins Sobre Imobilizado,,Não Circulante,Realizável A Longo Prazo,Impostos E Contribuições A Recuperar,Cofins Sobre Imobilizado
10202,Investimentos,,Não Circulante,Investimentos,Impostos E Contribuições A Recuperar,Cofins Sobre Imobilizado
1020201,Participações Societárias,,Não Circulante,Investimentos,Participações Societárias,Cofins Sobre Imobilizado
102020101,Consórcio Simples,,Não Circulante,Investimentos,Participações Societárias,Consórcio Simples
102020102,Cooperativa De Crédito,,Não Circulante,Investimentos,Participações Societárias,Cooperativa De Crédito
1020202,Outros Investimentos,,Não Circulante,Investimentos,Outros Investimentos,Cooperativa De Crédito
102020201,Investimentos Decorrentes De Incentivos Fiscais,,Não Circulante,Investimentos,Outros Investimentos,Investimentos Decorrentes De Incentivos Fiscais
102020202,Ágios Em Investimentos,,Não Circulante,Investimentos,Outros Investimentos,Ágios Em Investimentos
102020203,Correção Monetária - Diferença Ipc/Btnf,,Não Circulante,Investimentos,Outros Investimentos,Correção Monetária - Diferença Ipc/Btnf
102020204,Correção Monetária Especial,,Não Circulante,Investimentos,Outros Investimentos,Correção Monetária Especial
102020205,( - ) Deságios E Provisão Para Perdas Prováveis Em Investimentos,,Não Circulante,Investimentos,Outros Investimentos,( - ) Deságios E Provisão Para Perdas Prováveis Em Investimentos
1020203,Controladas E Coligadas,,Não Circulante,Investimentos,Controladas E Coligadas,( - ) Deságios E Provisão Para Perdas Prováveis Em Investimentos
102020301,Sunon Solar Energia,,Não Circulante,Investimentos,Controladas E Coligadas,Sunon Solar Energia
102020302,Fip Prospera,,Não Circulante,Investimentos,Controladas E Coligadas,Fip Prospera
10203,Ativo Imobilizado,,Não Circulante,Ativo Imobilizado,Controladas E Coligadas,Fip Prospera
1020301,Ativo Imobilizado,,Não Circulante,Ativo Imobilizado,Ativo Imobilizado,Fip Prospera
102030101,Edificações E Benfeitorias Em Imóveis Próprios,,Não Circulante,Ativo Imobilizado,Ativo Imobilizado,Edificações E Benfeitorias Em Imóveis Próprios
102030102,Edificações E Benfeitorias Em Imóveis De Terceiros,,Não Circulante,Ativo Imobilizado,Ativo Imobilizado,Edificações E Benfeitorias Em Imóveis De Terceiros
102030103,Instalações,,Não Circulante,Ativo Imobilizado,Ativo Imobilizado,Instalações
102030104,Máquinas E Equipamentos,,Não Circulante,Ativo Imobilizado,Ativo Imobilizado,Máquinas E Equipamentos
102030105,Computadores E Periféricos,,Não Circulante,Ativo Imobilizado,Ativo Imobilizado,Computadores E Periféricos
102030106,Veículos,,Não Circulante,Ativo Imobilizado,Ativo Imobilizado,Veículos
102030107,"Móveis, Utensílios E Instalações Comerciais",,Não Circulante,Ativo Imobilizado,Ativo Imobilizado,"Móveis, Utensílios E Instalações Comerciais"
102030108,Terrenos,,Não Circulante,Ativo Imobilizado,Ativo Imobilizado,Terrenos
102030109,Construções Em Andamento,,Não Circulante,Ativo Imobilizado,Ativo Imobilizado,Construções Em Andamento
102030110,Telefones,,Não Circulante,Ativo Imobilizado,Ativo Imobilizado,Telefones
102030199,Outros,,Não Circulante,Ativo Imobilizado,Ativo Imobilizado,Outros
1020302,Compensação Na Aquisição De Ativo Imobilizado,,Não Circulante,Ativo Imobilizado,Compensação Na Aquisição De Ativo Imobilizado,Outros
102030201,Compensação Na Aquisição De Ativo Imobilizado,,Não Circulante,Ativo Imobilizado,Compensação Na Aquisição De Ativo Imobilizado,Compensação Na Aquisição De Ativo Imobilizado
1020303,( - ) Depreciações Normais,,Não Circulante,Ativo Imobilizado,( - ) Depreciações Normais,Compensação Na Aquisição De Ativo Imobilizado
102030301,( - ) Edificações E Benfeitorias Em Imóveis Próprios,,Não Circulante,Ativo Imobilizado,( - ) Depreciações Normais,( - ) Edificações E Benfeitorias Em Imóveis Próprios
102030302,( - ) Edificações E Benfeitorias Em Imóveis De Terceiros,,Não Circulante,Ativo Imobilizado,( - ) Depreciações Normais,( - ) Edificações E Benfeitorias Em Imóveis De Terceiros
102030303,( - ) Instalações,,Não Circulante,Ativo Imobilizado,( - ) Depreciações Normais,( - ) Instalações
102030304,( - ) Máquinas E Equipamentos,,Não Circulante,Ativo Imobilizado,( - ) Depreciações Normais,( - ) Máquinas E Equipamentos
102030305,( - ) Computadores E Periféricos,,Não Circulante,Ativo Imobilizado,( - ) Depreciações Normais,( - ) Computadores E Periféricos
102030306,( - ) Veículos,,Não Circulante,Ativo Imobilizado,( - ) Depreciações Normais,( - ) Veículos
102030307,"( - ) Móveis, Utensílios E Instalações Comerciais",,Não Circulante,Ativo Imobilizado,( - ) Depreciações Normais,"( - ) Móveis, Utensílios E Instalações Comerciais"
102030308,( - ) Telefones,,Não Circulante,Ativo Imobilizado,( - ) Depreciações Normais,( - ) Telefones
102030399,( - ) Outros,,Não Circulante,Ativo Imobilizado,( - ) Depreciações Normais,( - ) Outros
1020304,( - ) Depreciações Não Planejadas,,Não Circulante,Ativo Imobilizado,( - ) Depreciações Não Planejadas,( - ) Outros
102030401,( - ) Edificações E Benfeitorias Em Imóveis Próprios,,Não Circulante,Ativo Imobilizado,( - ) Depreciações Não Planejadas,( - ) Edificações E Benfeitorias Em Imóveis Próprios
102030402,( - ) Edificações E Benfeitorias Em Imóveis De Terceiros,,Não Circulante,Ativo Imobilizado,( - ) Depreciações Não Planejadas,( - ) Edificações E Benfeitorias Em Imóveis De Terceiros
102030403,( - ) Instalações,,Não Circulante,Ativo Imobilizado,( - ) Depreciações Não Planejadas,( - ) Instalações
102030404,( - ) Máquinas,,Não Circulante,Ativo Imobilizado,( - ) Depreciações Não Planejadas,( - ) Máquinas
102030405,( - ) Equipamentos,,Não Circulante,Ativo Imobilizado,( - ) Depreciações Não Planejadas,( - ) Equipamentos
102030406,( - ) Veículos,,Não Circulante,Ativo Imobilizado,( - ) Depreciações Não Planejadas,( - ) Veículos
102030407,"( - ) Móveis, Utensílios E Instalações Comerciais",,Não Circulante,Ativo Imobilizado,( - ) Depreciações Não Planejadas,"( - ) Móveis, Utensílios E Instalações Comerciais"
102030499,( - ) Outros,,Não Circulante,Ativo Imobilizado,( - ) Depreciações Não Planejadas,( - ) Outros
1020305,( - ) Depreciações Especiais,,Não Circulante,Ativo Imobilizado,( - ) Depreciações Especiais,( - ) Outros
102030501,( - ) Edificações E Benfeitorias Em Imóveis Próprios,,Não Circulante,Ativo Imobilizado,( - ) Depreciações Especiais,( - ) Edificações E Benfeitorias Em Imóveis Próprios
102030502,( - ) Edificações E Benfeitorias Em Imóveis De Terceiros,,Não Circulante,Ativo Imobilizado,( - ) Depreciações Especiais,( - ) Edificações E Benfeitorias Em Imóveis De Terceiros
102030503,( - ) Instalações,,Não Circulante,Ativo Imobilizado,( - ) Depreciações Especiais,( - ) Instalações
102030504,( - ) Máquinas,,Não Circulante,Ativo Imobilizado,( - ) Depreciações Especiais,( - ) Máquinas
102030505,( - ) Equipamentos,,Não Circulante,Ativo Imobilizado,( - ) Depreciações Especiais,( - ) Equipamentos
102030506,( - ) Veículos,,Não Circulante,Ativo Imobilizado,( - ) Depreciações Especiais,( - ) Veículos
102030507,"( - ) Móveis, Utensílios E Instalações Comerciais",,Não Circulante,Ativo Imobilizado,( - ) Depreciações Especiais,"( - ) Móveis, Utensílios E Instalações Comerciais"
102030599,( - ) Outros,,Não Circulante,Ativo Imobilizado,( - ) Depreciações Especiais,( - ) Outros
1020306,Usina Cpc 06,,Não Circulante,Ativo Imobilizado,Usina Cpc 06,( - ) Outros
102030601,Ativo De Direito De Uso - Arrendamentos Cpc 06,,Não Circulante,Ativo Imobilizado,Usina Cpc 06,Ativo De Direito De Uso - Arrendamentos Cpc 06
102030602,(-) Amortização Direito De Uso - Arrendamentos Cpc 06,,Não Circulante,Ativo Imobilizado,Usina Cpc 06,(-) Amortização Direito De Uso - Arrendamentos Cpc 06
10204,Intangível,,Não Circulante,Intangível,Usina Cpc 06,(-) Amortização Direito De Uso - Arrendamentos Cpc 06
1020401,Intangível,,Não Circulante,Intangível,Intangível,(-) Amortização Direito De Uso - Arrendamentos Cpc 06
102040101,Concessões,,Não Circulante,Intangível,Intangível,Concessões
102040102,Marcas E Patentes,,Não Circulante,Intangível,Intangível,Marcas E Patentes
102040103,Direitos Autorais,,Não Circulante,Intangível,Intangível,Direitos Autorais
102040104,Fundo De Comércio,,Não Circulante,Intangível,Intangível,Fundo De Comércio
102040105,Software Ou Programas De Computador,,Não Circulante,Intangível,Intangível,Software Ou Programas De Computador
102040106,Franquias,,Não Circulante,Intangível,Intangível,Franquias
102040107,Desenvolvimento De Produtos,,Não Circulante,Intangível,Intangível,Desenvolvimento De Produtos
102040108,Software Em Desenvolvimento,,Não Circulante,Intangível,Intangível,Software Em Desenvolvimento
102040109,Créditos De Carbono,,Não Circulante,Intangível,Intangível,Créditos De Carbono
102040199,Outras,,Não Circulante,Intangível,Intangível,Outras
1020402,( - ) Amortização Do Intangível,,Não Circulante,Intangível,( - ) Amortização Do Intangível,Outras
102040201,( - ) Software,,Não Circulante,Intangível,( - ) Amortização Do Intangível,( - ) Software
10205,Diferido,,Não Circulante,Diferido,( - ) Amortização Do Intangível,( - ) Software
1020501,Diferido,,Não Circulante,Diferido,Diferido,( - ) Software
